transaction_id,user_id,timestamp,amount,merchant_id,device_id,city,hour,device_change,geo_change,fraud_flag
28,user_916,2025-10-24 11:29:00,600.737943729792,merchant_279,device_184,Pune,11,0,0,0
29,user_1854,2025-06-02 14:11:00,6920.694187027224,merchant_452,device_113,Chennai,14,1,0,0
30,user_1107,2025-10-04 21:55:00,1212.293358389896,merchant_16,device_1891,Kolkata,21,1,0,0
31,user_1235,2025-06-17 14:34:00,365.26964155535114,merchant_121,device_2046,Chennai,14,0,1,0
32,user_1597,2025-02-23 23:37:00,1306.7905854647013,merchant_73,device_2692,Mumbai,23,0,0,0
33,user_174,2025-08-16 06:38:00,762.1451130355762,merchant_104,device_2614,Hyderabad,6,0,0,0
34,user_1598,2025-06-25 16:46:00,1356.48680375097,merchant_360,device_2549,Pune,16,0,0,0
35,user_1903,2025-04-08 11:10:00,3048.0362043550786,merchant_419,device_1686,Delhi,11,0,1,0
36,user_1628,2025-03-03 11:55:00,1328.2071845501655,merchant_305,device_2526,Hyderabad,11,1,0,0
37,user_1787,2025-03-28 09:37:00,2004.3994282679823,merchant_420,device_27,Bangalore,9,0,0,0
38,user_31,2025-06-21 13:42:00,1132.3009796914903,merchant_129,device_905,Delhi,13,1,0,0
39,user_1633,2025-09-23 15:16:00,383.63112884695306,merchant_162,device_2510,Pune,15,0,0,0
40,user_1730,2025-02-17 16:15:00,712.7061671699066,merchant_112,device_1508,Bangalore,16,1,0,0
41,user_185,2025-05-14 12:13:00,958.4013346087723,merchant_68,device_2013,Chennai,12,0,0,1
42,user_1457,2025-05-11 12:52:00,2444.3186040820824,merchant_198,device_2949,Chennai,12,0,0,0
43,user_1623,2025-03-19 23:50:00,732.2042231745538,merchant_338,device_93,Hyderabad,23,0,0,0
44,user_1265,2025-12-09 17:18:00,173.89731122751223,merchant_69,device_1115,Delhi,17,0,0,0
45,user_1894,2025-09-14 14:41:00,3188.3525692693597,merchant_27,device_1010,Kolkata,14,0,1,0
46,user_112,2025-03-14 19:49:00,1451.7285164194977,merchant_229,device_2738,Mumbai,19,0,0,0
47,user_1189,2025-01-31 16:16:00,2964.1655391208483,merchant_129,device_1512,Chennai,16,0,0,0
48,user_1742,2025-09-23 11:36:00,1027.3308412761075,merchant_249,device_2538,Pune,11,0,0,0
49,user_763,2025-10-23 18:10:00,1944.8984436632093,merchant_103,device_1659,Delhi,18,0,0,0
50,user_407,2025-06-20 07:09:00,1354.2450319676664,merchant_166,device_236,Delhi,7,0,0,0
51,user_133,2025-06-16 05:36:00,1293.007729187724,merchant_30,device_10,Bangalore,5,0,0,0
52,user_1987,2025-04-30 07:48:00,1475.964890075451,merchant_486,device_1763,Mumbai,7,0,0,0
53,user_1649,2025-01-29 10:53:00,2837.169615820998,merchant_267,device_1154,Pune,10,0,0,0
54,user_653,2025-01-22 22:16:00,3205.0198124375293,merchant_170,device_912,Pune,22,0,0,0
55,user_786,2025-04-17 12:45:00,1316.7351645137203,merchant_295,device_1298,Delhi,12,0,1,0
56,user_1888,2025-07-11 11:39:00,822.1407823855789,merchant_491,device_813,Kolkata,11,0,0,0
57,user_1808,2025-04-07 20:29:00,4558.4313323583265,merchant_32,device_1083,Delhi,20,0,0,0
58,user_158,2025-03-03 12:58:00,331.55930321740817,merchant_233,device_2116,Chennai,12,0,0,0
59,user_1952,2025-07-26 12:51:00,622.8798064329304,merchant_214,device_878,Delhi,12,1,0,0
60,user_986,2025-04-09 02:16:00,5120.067356519476,merchant_230,device_313,Hyderabad,2,0,0,0
61,user_1826,2025-06-16 23:41:00,2025.0096739303217,merchant_422,device_644,Chennai,23,0,0,0
62,user_1092,2025-04-07 05:48:00,2782.2111208270753,merchant_354,device_893,Kolkata,5,0,0,0
63,user_386,2025-04-19 15:57:00,538.47819012646,merchant_400,device_2657,Hyderabad,15,0,0,0
64,user_1824,2025-08-17 15:17:00,831.4450099123166,merchant_295,device_2050,Pune,15,0,0,0
65,user_26,2025-10-07 06:39:00,983.9950838546806,merchant_320,device_1424,Bangalore,6,1,0,0
66,user_516,2025-04-17 11:02:00,258.45359777912773,merchant_395,device_763,Delhi,11,0,0,0
67,user_355,2025-06-22 14:51:00,3391.0491186750132,merchant_391,device_917,Pune,14,0,0,0
68,user_236,2025-05-22 10:09:00,1723.8026830815404,merchant_7,device_443,Kolkata,10,0,0,0
69,user_33,2025-04-18 21:16:00,57.131601659055306,merchant_50,device_1681,Chennai,21,0,0,0
70,user_214,2025-09-06 19:12:00,714.9460381811048,merchant_383,device_1009,Chennai,19,0,0,0
71,user_236,2025-04-18 17:59:00,4223.120094373411,merchant_334,device_934,Hyderabad,17,0,0,0
72,user_1230,2025-07-09 20:50:00,371.25803473912754,merchant_147,device_150,Bangalore,20,0,0,0
73,user_129,2025-09-04 06:23:00,3420.2963080918357,merchant_57,device_2322,Delhi,6,0,0,0
74,user_1486,2025-03-27 02:51:00,5979.459496345148,merchant_473,device_1294,Chennai,2,0,0,0
75,user_139,2025-02-04 03:39:00,2068.820825816627,merchant_99,device_304,Chennai,3,0,0,0
76,user_1572,2025-08-07 19:28:00,628.6159251532387,merchant_78,device_1398,Pune,19,0,0,0
77,user_199,2025-06-12 21:10:00,2568.479985482561,merchant_395,device_1477,Kolkata,21,0,1,0
78,user_1568,2025-09-12 06:19:00,2852.400032611249,merchant_54,device_813,Hyderabad,6,0,0,0
79,user_357,2025-08-04 06:27:00,3194.5603693923663,merchant_0,device_2340,Delhi,6,0,0,0
80,user_1822,2025-01-08 05:44:00,210.4771361650789,merchant_136,device_1893,Hyderabad,5,0,0,0
81,user_958,2025-10-13 12:07:00,1549.4854759884795,merchant_76,device_2295,Hyderabad,12,0,0,0
82,user_552,2025-05-13 21:07:00,298.9355045438145,merchant_275,device_1717,Bangalore,21,0,0,0
83,user_221,2025-08-28 13:55:00,181.5284724798011,merchant_296,device_2986,Delhi,13,0,1,1
84,user_1634,2025-01-28 19:30:00,3381.0962279399473,merchant_280,device_2242,Kolkata,19,0,0,0
85,user_1948,2025-02-19 22:34:00,2430.106866165382,merchant_485,device_2241,Mumbai,22,0,0,1
86,user_982,2025-03-21 08:48:00,574.9284950716369,merchant_17,device_22,Kolkata,8,0,0,0
87,user_184,2025-05-05 04:03:00,922.5271857322704,merchant_164,device_371,Bangalore,4,1,0,0
88,user_1402,2025-10-02 08:02:00,1299.7272401797707,merchant_140,device_988,Mumbai,8,1,0,0
89,user_1221,2025-09-02 02:09:00,527.2671514592929,merchant_237,device_1261,Delhi,2,0,0,0
90,user_606,2025-01-28 15:04:00,5748.204114334667,merchant_142,device_711,Chennai,15,0,0,0
91,user_1221,2025-05-06 15:33:00,198.1372129823908,merchant_219,device_1918,Bangalore,15,0,0,0
92,user_198,2025-04-28 23:26:00,1852.1210464789904,merchant_158,device_2624,Delhi,23,0,0,0
93,user_827,2025-11-21 07:47:00,2777.629697724252,merchant_291,device_980,Kolkata,7,0,1,0
94,user_1115,2025-08-18 07:33:00,4595.202945321969,merchant_273,device_1757,Chennai,7,0,0,0
95,user_1582,2025-07-29 00:34:00,695.5833034683423,merchant_89,device_2754,Mumbai,0,0,0,0
96,user_964,2025-11-17 22:52:00,185.64095327621922,merchant_129,device_659,Delhi,22,0,0,0
97,user_1712,2025-05-30 00:11:00,6751.439929665287,merchant_330,device_716,Bangalore,0,0,0,0
98,user_1966,2025-05-15 13:24:00,51.96993004753374,merchant_33,device_1067,Pune,13,0,0,0
99,user_787,2025-02-06 01:28:00,1570.046448503747,merchant_141,device_2667,Chennai,1,0,0,0
100,user_402,2025-01-28 05:08:00,845.250157387145,merchant_36,device_2705,Kolkata,5,1,0,0
101,user_1509,2025-01-05 02:04:00,1683.330112369083,merchant_148,device_694,Hyderabad,2,0,0,0
102,user_1224,2025-05-20 04:44:00,1374.9416641977286,merchant_164,device_308,Pune,4,1,1,0
103,user_879,2025-10-28 03:04:00,33.16564979877777,merchant_246,device_147,Delhi,3,0,0,0
104,user_333,2025-02-06 08:19:00,1666.487404651388,merchant_234,device_916,Pune,8,0,0,0
105,user_1022,2025-07-10 12:54:00,670.2766507588381,merchant_455,device_1723,Kolkata,12,0,0,0
106,user_1100,2025-12-12 22:20:00,1813.3128736586218,merchant_344,device_20,Pune,22,0,0,0
107,user_617,2025-03-04 20:28:00,1072.9689130531146,merchant_139,device_2589,Mumbai,20,1,0,0
108,user_1057,2025-07-15 14:59:00,4281.372218965233,merchant_48,device_1030,Hyderabad,14,0,0,0
109,user_647,2025-07-28 11:41:00,3044.1947699216194,merchant_258,device_1707,Delhi,11,0,0,0
110,user_1396,2025-03-18 17:32:00,7862.289785225253,merchant_203,device_1079,Pune,17,0,0,0
111,user_12,2025-09-14 05:34:00,1526.441847176372,merchant_292,device_1736,Chennai,5,0,0,0
112,user_222,2025-08-20 09:28:00,241.88495998560734,merchant_12,device_2773,Hyderabad,9,0,0,0
113,user_111,2025-02-06 14:53:00,1544.0109086573584,merchant_158,device_2234,Kolkata,14,0,0,0
114,user_899,2025-01-20 22:21:00,347.05974193119147,merchant_367,device_1337,Pune,22,0,0,0
115,user_315,2025-02-16 09:07:00,1370.6450922129081,merchant_125,device_1257,Chennai,9,1,0,0
116,user_1997,2025-01-08 07:49:00,6370.462356657819,merchant_22,device_2407,Kolkata,7,0,0,0
117,user_1763,2025-08-31 12:51:00,1134.3123734493226,merchant_367,device_2816,Bangalore,12,0,0,1
118,user_1698,2025-02-10 17:55:00,844.6972934518267,merchant_9,device_2274,Mumbai,17,0,1,0
119,user_1590,2025-12-05 06:24:00,188.22340145493763,merchant_364,device_1302,Kolkata,6,0,0,0
120,user_895,2025-12-04 09:39:00,4497.477505616419,merchant_277,device_2409,Pune,9,0,1,0
121,user_1424,2025-01-16 08:19:00,3683.962937009038,merchant_351,device_333,Chennai,8,0,1,0
122,user_188,2025-02-27 04:24:00,1446.392881308006,merchant_280,device_2933,Hyderabad,4,0,0,0
123,user_1093,2025-04-22 05:00:00,215.49083724695333,merchant_168,device_2163,Kolkata,5,0,0,0
124,user_1797,2025-07-17 15:30:00,522.5505910239209,merchant_79,device_1659,Kolkata,15,0,0,0
125,user_1823,2025-08-16 15:33:00,642.1868221927352,merchant_429,device_1037,Mumbai,15,0,1,0
126,user_541,2025-03-17 09:28:00,2400.6942685124804,merchant_167,device_921,Kolkata,9,0,0,0
127,user_1791,2025-04-22 22:16:00,10482.729240741264,merchant_448,device_1480,Hyderabad,22,1,0,0
128,user_1325,2025-12-12 12:33:00,1023.7407115725008,merchant_121,device_2610,Pune,12,0,0,0
129,user_1493,2025-08-08 04:26:00,1586.960340182678,merchant_54,device_2249,Mumbai,4,0,0,0
130,user_471,2025-06-12 15:13:00,5199.102024165256,merchant_461,device_116,Bangalore,15,0,0,0
131,user_1097,2025-01-31 04:10:00,1932.110951849111,merchant_183,device_1050,Bangalore,4,0,0,0
132,user_1768,2025-12-08 18:35:00,992.1535183881258,merchant_160,device_1390,Delhi,18,0,0,0
133,user_1416,2025-01-31 20:11:00,209.95554214644662,merchant_496,device_1333,Chennai,20,0,0,0
134,user_1457,2025-11-03 21:23:00,1097.9677953194569,merchant_10,device_2342,Delhi,21,0,0,0
135,user_1742,2025-03-15 06:25:00,474.4541543148248,merchant_36,device_2665,Delhi,6,0,0,0
136,user_736,2025-11-27 03:42:00,2679.9619162328577,merchant_188,device_1981,Chennai,3,0,0,0
137,user_304,2025-08-20 17:38:00,587.7370368903908,merchant_331,device_1498,Kolkata,17,0,0,0
138,user_670,2025-06-08 00:45:00,40.27542578337268,merchant_320,device_255,Pune,0,0,0,0
139,user_275,2025-01-03 13:11:00,9795.019630922983,merchant_278,device_1296,Bangalore,13,0,1,0
140,user_619,2025-02-18 06:57:00,4834.179270780616,merchant_334,device_1024,Pune,6,0,0,0
141,user_1980,2025-04-03 12:19:00,1834.9056867676356,merchant_337,device_1562,Kolkata,12,0,0,0
142,user_423,2025-11-11 20:21:00,2904.8101572626624,merchant_316,device_263,Mumbai,20,1,0,0
143,user_820,2025-11-21 05:25:00,1245.6864020161584,merchant_42,device_2478,Mumbai,5,0,0,0
144,user_1403,2025-08-08 03:48:00,889.0033702813578,merchant_191,device_491,Hyderabad,3,0,0,0
145,user_1998,2025-03-21 12:32:00,200.72852812419325,merchant_211,device_359,Mumbai,12,0,0,0
146,user_1060,2025-01-29 07:39:00,559.6727001588384,merchant_429,device_743,Hyderabad,7,1,0,0
147,user_1458,2025-05-16 04:25:00,1798.0983969015304,merchant_340,device_2899,Delhi,4,0,0,0
148,user_224,2025-10-10 15:56:00,508.9763689903365,merchant_155,device_797,Mumbai,15,0,0,0
149,user_1352,2025-02-19 05:11:00,2125.999467380268,merchant_219,device_819,Mumbai,5,0,0,0
150,user_611,2025-09-07 15:00:00,608.5336821879079,merchant_14,device_1936,Hyderabad,15,0,0,0
151,user_282,2025-08-09 06:35:00,3080.8802876644363,merchant_51,device_2747,Bangalore,6,0,0,0
152,user_1801,2025-03-14 15:31:00,1345.0433664023105,merchant_70,device_2286,Bangalore,15,1,0,0
153,user_1999,2025-01-01 05:57:00,212.4951888933034,merchant_390,device_1837,Bangalore,5,0,1,0
154,user_1738,2025-10-22 02:34:00,341.3531993627493,merchant_374,device_523,Mumbai,2,0,0,0
155,user_1358,2025-09-04 02:12:00,3621.6031628155315,merchant_77,device_862,Delhi,2,0,0,0
156,user_1712,2025-11-28 15:37:00,1715.9808426574705,merchant_158,device_2352,Kolkata,15,0,1,0
157,user_1124,2025-09-30 10:57:00,159.09655490902446,merchant_407,device_633,Pune,10,0,0,0
158,user_1012,2025-04-09 09:59:00,3139.730220327148,merchant_54,device_1849,Kolkata,9,0,0,0
159,user_196,2025-10-16 10:21:00,982.9441439417112,merchant_72,device_2719,Bangalore,10,0,0,0
160,user_309,2025-07-25 04:12:00,1300.1225331846474,merchant_447,device_996,Mumbai,4,0,0,0
161,user_1153,2025-04-26 23:03:00,310.5853483778765,merchant_313,device_284,Kolkata,23,0,0,0
162,user_1096,2025-03-31 18:56:00,5685.683828701655,merchant_174,device_123,Hyderabad,18,0,0,0
163,user_1884,2025-08-18 00:33:00,245.85832770382316,merchant_466,device_2014,Kolkata,0,0,0,0
164,user_644,2025-06-25 05:00:00,636.0160159877654,merchant_339,device_2971,Pune,5,0,1,0
165,user_1139,2025-04-05 11:46:00,6789.570101409923,merchant_68,device_2250,Chennai,11,0,1,0
166,user_880,2025-06-11 20:45:00,750.0126943696645,merchant_196,device_967,Chennai,20,0,0,0
167,user_841,2025-04-07 16:33:00,1374.0628027030002,merchant_52,device_2311,Delhi,16,0,0,0
168,user_344,2025-01-24 01:49:00,2880.951637993718,merchant_144,device_538,Bangalore,1,0,0,0
169,user_1193,2025-05-10 08:25:00,3533.756380329289,merchant_51,device_838,Mumbai,8,0,0,0
170,user_1443,2025-01-04 11:55:00,2130.7866005958567,merchant_492,device_624,Bangalore,11,0,0,0
171,user_524,2025-01-13 03:51:00,180.672471210303,merchant_270,device_2185,Hyderabad,3,0,0,0
172,user_1216,2025-11-29 07:36:00,1357.610735385566,merchant_302,device_2145,Chennai,7,0,0,0
173,user_1251,2025-10-04 01:15:00,36.57039614924971,merchant_185,device_2478,Hyderabad,1,1,0,0
174,user_759,2025-08-13 14:55:00,4923.724954163349,merchant_188,device_803,Chennai,14,0,0,0
175,user_704,2025-11-22 19:10:00,3046.758657941764,merchant_166,device_2627,Chennai,19,0,0,0
176,user_1359,2025-06-26 13:50:00,4025.642531788901,merchant_383,device_2502,Hyderabad,13,0,0,0
177,user_768,2025-10-17 02:49:00,8569.569024137396,merchant_497,device_2269,Kolkata,2,1,0,1
178,user_938,2025-01-09 19:03:00,12702.733935622797,merchant_279,device_2806,Delhi,19,0,0,0
179,user_336,2025-01-31 22:55:00,16.224878936121655,merchant_468,device_2301,Mumbai,22,0,0,0
180,user_845,2025-10-20 03:56:00,2766.9003039664635,merchant_202,device_1915,Kolkata,3,0,0,0
181,user_1138,2025-03-22 21:25:00,6983.191364116331,merchant_158,device_42,Bangalore,21,0,0,0
182,user_538,2025-06-18 05:54:00,588.2796482425033,merchant_287,device_2409,Bangalore,5,0,0,0
183,user_56,2025-09-07 11:37:00,52.19878999971879,merchant_393,device_2374,Delhi,11,1,0,0
184,user_416,2025-08-25 12:02:00,2720.1097655930566,merchant_368,device_2481,Delhi,12,0,1,0
185,user_1989,2025-11-27 19:52:00,55.19112199722634,merchant_131,device_261,Mumbai,19,0,0,0
186,user_1559,2025-08-14 10:58:00,3787.0251330336764,merchant_325,device_1226,Delhi,10,0,0,0
187,user_1050,2025-08-27 16:53:00,1566.319104326477,merchant_82,device_1967,Chennai,16,0,0,0
188,user_237,2025-06-14 11:10:00,627.6970890794411,merchant_294,device_62,Delhi,11,0,0,0
189,user_700,2025-01-26 22:43:00,701.2259621196009,merchant_178,device_2635,Bangalore,22,0,0,0
190,user_265,2025-09-15 14:18:00,1259.9121912553649,merchant_495,device_1092,Chennai,14,0,0,0
191,user_1685,2025-09-13 13:16:00,454.33670498197586,merchant_455,device_267,Pune,13,0,0,0
192,user_1067,2025-06-16 15:53:00,461.66892885252446,merchant_206,device_647,Bangalore,15,0,0,0
193,user_1386,2025-10-09 09:03:00,4391.783433402607,merchant_234,device_2452,Kolkata,9,0,0,0
194,user_1702,2025-10-24 22:22:00,162.49266392866414,merchant_114,device_2137,Bangalore,22,1,0,0
195,user_688,2025-10-02 17:09:00,419.057911054522,merchant_417,device_2266,Chennai,17,0,0,0
196,user_581,2025-03-26 20:42:00,2530.457317485214,merchant_394,device_2872,Chennai,20,0,0,0
197,user_801,2025-09-17 21:35:00,1068.4606203207597,merchant_201,device_547,Bangalore,21,0,0,0
198,user_1025,2025-04-23 10:15:00,4801.384468444123,merchant_265,device_1271,Mumbai,10,0,0,0
199,user_681,2025-12-12 14:08:00,2691.0629317067137,merchant_310,device_1821,Bangalore,14,0,0,0
200,user_1262,2025-08-23 13:53:00,559.1435677829355,merchant_5,device_2139,Mumbai,13,0,1,0
201,user_672,2025-02-28 14:13:00,395.40722561528025,merchant_493,device_1033,Hyderabad,14,0,0,0
202,user_1255,2025-01-23 22:21:00,2084.271019372864,merchant_341,device_2273,Mumbai,22,0,0,0
203,user_877,2025-05-31 11:24:00,808.1336635314631,merchant_185,device_2433,Bangalore,11,0,0,0
204,user_1909,2025-08-06 19:51:00,306.47662008553715,merchant_150,device_445,Kolkata,19,0,0,0
205,user_880,2025-04-26 05:38:00,820.6641644303882,merchant_301,device_1513,Bangalore,5,0,0,0
206,user_16,2025-11-28 14:54:00,2753.9252289523724,merchant_212,device_1073,Delhi,14,0,0,1
207,user_161,2025-09-20 00:21:00,922.6927202296009,merchant_37,device_2758,Chennai,0,0,0,0
208,user_1703,2025-11-18 04:46:00,1502.8299898060218,merchant_81,device_2308,Pune,4,0,1,0
209,user_1781,2025-02-27 10:32:00,954.3077314768094,merchant_102,device_2715,Kolkata,10,0,0,0
210,user_1354,2025-09-13 14:24:00,2185.2766989633487,merchant_141,device_390,Delhi,14,0,0,0
211,user_1465,2025-02-07 00:24:00,3514.3133498017246,merchant_98,device_2954,Mumbai,0,0,1,0
212,user_684,2025-07-31 00:56:00,964.726614805068,merchant_95,device_748,Pune,0,0,0,0
213,user_1102,2025-07-19 15:57:00,2146.7138853141178,merchant_290,device_1547,Pune,15,1,0,0
214,user_780,2025-04-16 05:03:00,1600.7570295039825,merchant_270,device_2834,Chennai,5,0,0,0
215,user_1607,2025-03-11 00:40:00,2441.6251236641924,merchant_252,device_2370,Mumbai,0,0,1,0
216,user_852,2025-08-09 02:18:00,8385.39550075529,merchant_259,device_2573,Mumbai,2,0,0,0
217,user_1886,2025-11-17 09:36:00,3248.5321939650867,merchant_306,device_2234,Delhi,9,0,0,0
218,user_756,2025-03-12 01:51:00,1591.3934230016132,merchant_27,device_2679,Delhi,1,0,0,0
219,user_373,2025-03-10 16:21:00,2772.513372578216,merchant_383,device_1634,Pune,16,0,0,0
220,user_817,2025-05-27 12:23:00,4305.528132560754,merchant_74,device_1303,Pune,12,0,0,0
221,user_868,2025-08-08 22:59:00,2192.705000870386,merchant_154,device_401,Hyderabad,22,0,0,0
222,user_1754,2025-08-25 14:08:00,2149.2155635655417,merchant_52,device_309,Hyderabad,14,0,0,0
223,user_960,2025-10-28 14:31:00,4421.988728328716,merchant_395,device_276,Hyderabad,14,0,0,0
224,user_838,2025-07-24 13:47:00,1414.3592138283068,merchant_145,device_974,Pune,13,0,0,0
225,user_1681,2025-11-25 13:06:00,3149.0883036567325,merchant_449,device_2684,Bangalore,13,0,1,0
226,user_741,2025-04-08 17:27:00,932.0480846077596,merchant_32,device_1914,Delhi,17,0,0,0
227,user_1007,2025-12-06 06:42:00,79.31741367805566,merchant_348,device_1181,Hyderabad,6,0,0,0
228,user_865,2025-04-15 17:02:00,661.3140892883342,merchant_340,device_417,Mumbai,17,0,0,0
229,user_1773,2025-05-27 02:07:00,4025.7702496090556,merchant_200,device_162,Kolkata,2,0,0,0
230,user_261,2025-08-03 11:59:00,1885.6851972977756,merchant_193,device_801,Bangalore,11,0,0,0
231,user_1455,2025-02-20 01:35:00,1627.0531359298861,merchant_380,device_464,Hyderabad,1,0,0,0
232,user_1578,2025-12-07 06:44:00,258.35502645123483,merchant_494,device_18,Mumbai,6,0,0,0
233,user_1041,2025-05-14 20:20:00,40.002177946082874,merchant_405,device_2000,Pune,20,1,0,0
234,user_110,2025-08-26 00:54:00,535.2119529226813,merchant_103,device_384,Pune,0,0,0,1
235,user_1381,2025-03-02 01:18:00,5172.344946868566,merchant_26,device_2533,Mumbai,1,0,0,0
236,user_904,2025-04-26 09:28:00,1694.4746820173964,merchant_417,device_2022,Delhi,9,0,0,0
237,user_1869,2025-08-13 04:31:00,405.9536124957673,merchant_39,device_2153,Bangalore,4,0,0,0
238,user_534,2025-02-26 20:48:00,937.2001596224043,merchant_309,device_1422,Bangalore,20,0,0,0
239,user_495,2025-02-03 22:31:00,456.11772803696806,merchant_318,device_1891,Delhi,22,0,0,0
240,user_625,2025-02-11 20:34:00,1582.4877678263654,merchant_361,device_1255,Delhi,20,0,0,0
241,user_382,2025-07-04 16:40:00,162.30930847841722,merchant_235,device_882,Delhi,16,0,0,0
242,user_652,2025-01-30 04:33:00,1210.6739674347314,merchant_30,device_235,Bangalore,4,0,0,0
243,user_394,2025-03-06 06:15:00,952.7754550998088,merchant_75,device_2845,Delhi,6,0,0,0
244,user_653,2025-08-13 19:17:00,226.31824566074246,merchant_463,device_1666,Hyderabad,19,0,0,0
245,user_1410,2025-12-09 01:54:00,382.61484760298003,merchant_263,device_434,Bangalore,1,0,0,0
246,user_1246,2025-10-01 18:01:00,2232.683097651614,merchant_237,device_1643,Chennai,18,0,0,1
247,user_237,2025-06-14 15:21:00,526.1281869138998,merchant_203,device_2303,Kolkata,15,0,0,0
248,user_787,2025-05-23 10:40:00,4374.990236034901,merchant_27,device_2396,Hyderabad,10,0,0,0
249,user_1595,2025-01-10 23:45:00,1595.3516440618046,merchant_488,device_1792,Delhi,23,0,0,0
250,user_228,2025-06-05 22:33:00,3357.9649795650716,merchant_101,device_61,Kolkata,22,0,0,0
251,user_1743,2025-01-02 20:14:00,84.52328148312328,merchant_129,device_122,Chennai,20,0,0,0
252,user_1327,2025-04-23 00:33:00,1286.7834300922111,merchant_198,device_363,Delhi,0,0,0,0
253,user_1740,2025-05-27 10:19:00,6774.103188310574,merchant_259,device_499,Chennai,10,0,1,0
254,user_251,2025-10-08 22:26:00,2034.6424394257606,merchant_127,device_1867,Mumbai,22,0,1,0
255,user_1245,2025-06-01 05:40:00,393.436389870565,merchant_429,device_1711,Mumbai,5,0,0,1
256,user_1902,2025-04-18 09:49:00,354.39823570502824,merchant_213,device_796,Bangalore,9,0,0,0
257,user_226,2025-12-03 02:29:00,1087.756381064851,merchant_70,device_2160,Mumbai,2,0,0,0
258,user_1465,2025-04-21 00:44:00,516.3469642710791,merchant_171,device_2317,Chennai,0,1,0,0
259,user_1782,2025-01-12 01:28:00,141.14677776136296,merchant_181,device_239,Chennai,1,0,0,0
260,user_438,2025-01-27 02:02:00,2251.5810220274598,merchant_160,device_223,Pune,2,0,0,0
261,user_470,2025-10-02 13:15:00,286.2751849101805,merchant_159,device_2250,Delhi,13,0,0,0
262,user_1981,2025-04-16 18:53:00,473.9920553308103,merchant_472,device_17,Delhi,18,0,0,0
263,user_1760,2025-08-06 17:21:00,2247.522549982837,merchant_178,device_24,Chennai,17,0,0,0
264,user_1344,2025-11-02 11:32:00,1009.2261735117545,merchant_428,device_2619,Kolkata,11,0,0,0
265,user_1868,2025-09-06 18:25:00,2329.4100048934642,merchant_395,device_970,Hyderabad,18,0,0,0
266,user_857,2025-03-02 22:07:00,2089.4889857205835,merchant_21,device_1678,Kolkata,22,0,0,0
